problems,artist,artist_normalized,title,date,medium,dimensions,categories,file_name,file_url,description_url
,Stephen Pearce,stephenpearce,Portrait of Joseph René Bellot,1851,oil on canvas,38.7 × 31.8 cm (15.2 × 12.5 in),"Stephen Pearce~19th-century portrait paintings in the National Portrait Gallery, London~Joseph-René Bellot~1850s oil on canvas paintings in the United Kingdom~1851 oil on canvas paintings~1851 portrait paintings~19th-century oil portraits of men at bust length in military uniforms~Badges of chivalric orders in portraits~Portraits with medals",images/ stephenpearce_00003014.jpg,http://upload.wikimedia.org/wikipedia/commons/8/8e/Joseph_Ren%C3%A9_Bellot_by_Stephen_Pearce.jpg,http://commons.wikimedia.org/wiki/File:Joseph_Ren%C3%A9_Bellot_by_Stephen_Pearce.jpg
,Francisco Barrera,franciscobarrera, English: Still-Life with Flowers and Fruit,1643,oil on canvas,Height:  63.5 cm (25 in). Width:  94.5 cm (37.2 in).,Francisco Barrera~1640s paintings from Spain~1643 paintings~Bodegones~Chiaroscuro still-life paintings~17th-century paintings in unidentified private collections~Pottery in spanish painting~Cántaros in art~17th-century oil on canvas paintings~Jugs in art~17th-century still life paintings in private collections~Oil still life paintings~1640s still life paintings~17th-century still life paintings of flowers~17th-century still life paintings of fruits~Vases in still-life paintings~1640s paintings in private collections,images/ franciscobarrera_00003015.jpg,http://upload.wikimedia.org/wikipedia/commons/a/a6/FranciscoBarrera2.jpg,http://commons.wikimedia.org/wiki/File:FranciscoBarrera2.jpg
,Francisco Barrera,franciscobarrera, English: Still-Life with Flowers and Fruit,1643,oil on canvas,Height:  63.5 cm (25 in). Width:  94.5 cm (37.2 in).,Francisco Barrera~1640s paintings from Spain~1643 paintings~Bodegones~Chiaroscuro still-life paintings~17th-century paintings in unidentified private collections~Pottery in spanish painting~Cántaros in art~17th-century oil on canvas paintings~Jugs in art~17th-century still life paintings in private collections~Oil still life paintings~1640s still life paintings~17th-century still life paintings of flowers~17th-century still life paintings of fruits~Vases in still-life paintings~1640s paintings in private collections,images/ franciscobarrera_00003016.jpg,http://upload.wikimedia.org/wikipedia/commons/a/a6/FranciscoBarrera2.jpg,http://commons.wikimedia.org/wiki/File:FranciscoBarrera2.jpg
,Gustave Courbet,gustavecourbet,Artist at His Easel,between 1847 and 1848,Black chalk with traces of charcoal on paper,Height:  554 mm (21.81 in). Width:  335 mm (13.19 in).,Paintings by Gustave Courbet~Drawings in the Fogg Art Museum~19th-century portrait drawings of men at full length~Charcoal portraits~Portraits with easels,images/ gustavecourbet_00003017.jpg,http://upload.wikimedia.org/wikipedia/commons/e/e3/Gustave_Courbet_-_Artist_at_His_Easel_-_WGA05523.jpg,http://commons.wikimedia.org/wiki/File:Gustave_Courbet_-_Artist_at_His_Easel_-_WGA05523.jpg
,Gustave Courbet,gustavecourbet,Artist at His Easel,between 1847 and 1848,Black chalk with traces of charcoal on paper,Height:  554 mm (21.81 in). Width:  335 mm (13.19 in).,Paintings by Gustave Courbet~Drawings in the Fogg Art Museum~19th-century portrait drawings of men at full length~Charcoal portraits~Portraits with easels,images/ gustavecourbet_00003018.jpg,http://upload.wikimedia.org/wikipedia/commons/e/e3/Gustave_Courbet_-_Artist_at_His_Easel_-_WGA05523.jpg,http://commons.wikimedia.org/wiki/File:Gustave_Courbet_-_Artist_at_His_Easel_-_WGA05523.jpg
,Elisabetta Sirani,elisabettasirani,The Flea,second half of 17th century,oil on canvas,Height:  100 cm (39.4 in). Width:  76 cm (29.9 in).,Elisabetta Sirani~17th-century paintings in unidentified private collections~17th-century oil portraits at half length~17th-century oil on canvas paintings~1651-1700 paintings in private collections~1680s portrait paintings,images/ elisabettasirani_00003019.jpg,http://upload.wikimedia.org/wikipedia/commons/b/bc/Elisabetta_Sirani_-_The_Flea_-_WGA21461.jpg,http://commons.wikimedia.org/wiki/File:Elisabetta_Sirani_-_The_Flea_-_WGA21461.jpg
,Elisabetta Sirani,elisabettasirani,The Flea,second half of 17th century,oil on canvas,Height:  100 cm (39.4 in). Width:  76 cm (29.9 in).,Elisabetta Sirani~17th-century paintings in unidentified private collections~17th-century oil portraits at half length~17th-century oil on canvas paintings~1651-1700 paintings in private collections~1680s portrait paintings,images/ elisabettasirani_00003020.jpg,http://upload.wikimedia.org/wikipedia/commons/b/bc/Elisabetta_Sirani_-_The_Flea_-_WGA21461.jpg,http://commons.wikimedia.org/wiki/File:Elisabetta_Sirani_-_The_Flea_-_WGA21461.jpg
,Luca Carlevarijs,lucacarlevarijs, English: Seascape,1690s,oil on canvas,Height:  147.5 cm (58.1 in). Width:  179 cm (70.5 in).,Luca Carlevarijs~17th-century paintings in unidentified private collections~17th-century oil on canvas paintings~Oil paintings of seascapes~1690s paintings in private collections~17th-century sailing ships in paintings~Coasts in art,images/ lucacarlevarijs_00003021.jpg,http://upload.wikimedia.org/wikipedia/commons/6/66/Luca_Carlevarijs_-_Seascape_-_WGA4222.jpg,http://commons.wikimedia.org/wiki/File:Luca_Carlevarijs_-_Seascape_-_WGA4222.jpg
,Luca Carlevarijs,lucacarlevarijs, English: Seascape,1690s,oil on canvas,Height:  147.5 cm (58.1 in). Width:  179 cm (70.5 in).,Luca Carlevarijs~17th-century paintings in unidentified private collections~17th-century oil on canvas paintings~Oil paintings of seascapes~1690s paintings in private collections~17th-century sailing ships in paintings~Coasts in art,images/ lucacarlevarijs_00003022.jpg,http://upload.wikimedia.org/wikipedia/commons/6/66/Luca_Carlevarijs_-_Seascape_-_WGA4222.jpg,http://commons.wikimedia.org/wiki/File:Luca_Carlevarijs_-_Seascape_-_WGA4222.jpg
,Friedrich von Amerling,friedrichamerling,Self-portrait,1834,oil on canvas,Height:  51 cm (20.1 in). Width:  42 cm (16.5 in).,Friedrich von Amerling~Paintings in the Residenzgalerie Salzburg~19th-century self-portrait paintings of men~1834 paintings~Oil portraits of men~Men facing left in art~Oil on canvas~1830s portrait paintings,images/ friedrichamerling_00003023.jpg,http://upload.wikimedia.org/wikipedia/commons/a/a2/Friedrich_von_Amerling_-_Self-Portrait_-_WGA00268.jpg,http://commons.wikimedia.org/wiki/File:Friedrich_von_Amerling_-_Self-Portrait_-_WGA00268.jpg
,Friedrich von Amerling,friedrichamerling,Self-portrait,1834,oil on canvas,Height:  51 cm (20.1 in). Width:  42 cm (16.5 in).,Friedrich von Amerling~Paintings in the Residenzgalerie Salzburg~19th-century self-portrait paintings of men~1834 paintings~Oil portraits of men~Men facing left in art~Oil on canvas~1830s portrait paintings,images/ friedrichamerling_00003024.jpg,http://upload.wikimedia.org/wikipedia/commons/a/a2/Friedrich_von_Amerling_-_Self-Portrait_-_WGA00268.jpg,http://commons.wikimedia.org/wiki/File:Friedrich_von_Amerling_-_Self-Portrait_-_WGA00268.jpg
,Édouard Manet,edouardmanet, Deutsch: Nana Français : Nana,1877,oil on canvas,154 × 115 cm (60.6 × 45.3 in),Paintings by Édouard Manet~French paintings in the Hamburger Kunsthalle~1877 oil on canvas paintings~1877 paintings from France~19th-century oil paintings of standing women at full length~Corsets in art~Fashion in 1877~Impressionist portraits of women~Portraits with mirror~Powder puff~Royal mistresses~Woman's clothes and fashion in painting,images/ edouardmanet_00003025.jpg,http://upload.wikimedia.org/wikipedia/commons/e/ed/Edouard_Manet_037.jpg,http://commons.wikimedia.org/wiki/File:Edouard_Manet_037.jpg
,Édouard Manet,edouardmanet, Deutsch: Nana Français : Nana,1877,oil on canvas,154 × 115 cm (60.6 × 45.3 in),Paintings by Édouard Manet~French paintings in the Hamburger Kunsthalle~1877 oil on canvas paintings~1877 paintings from France~19th-century oil paintings of standing women at full length~Corsets in art~Fashion in 1877~Impressionist portraits of women~Portraits with mirror~Powder puff~Royal mistresses~Woman's clothes and fashion in painting,images/ edouardmanet_00003026.jpg,http://upload.wikimedia.org/wikipedia/commons/e/ed/Edouard_Manet_037.jpg,http://commons.wikimedia.org/wiki/File:Edouard_Manet_037.jpg
,Francisco Goya,franciscogoya,Portrait of a Woman,"Base painting, 1790s. Over painting, unknown, but thought to be from the late 19th century.",oil on canvas,62.23 × 48.26 cm (24.5 × 19 in),Harvard University~Works after Francisco de Goya~18th-century oil on canvas paintings~Oil portraits of women~Art forgery,images/ franciscogoya_00003027.JPG,http://upload.wikimedia.org/wikipedia/commons/3/3e/Goya_Portrait-_Forgery.JPG,http://commons.wikimedia.org/wiki/File:Goya_Portrait-_Forgery.JPG
,Francisco Goya,franciscogoya,Portrait of a Woman,"Base painting, 1790s. Over painting, unknown, but thought to be from the late 19th century.",oil on canvas,62.23 × 48.26 cm (24.5 × 19 in),Harvard University~Works after Francisco de Goya~18th-century oil on canvas paintings~Oil portraits of women~Art forgery,images/ franciscogoya_00003028.JPG,http://upload.wikimedia.org/wikipedia/commons/3/3e/Goya_Portrait-_Forgery.JPG,http://commons.wikimedia.org/wiki/File:Goya_Portrait-_Forgery.JPG
,Tatiana Vladimirovna Kopnina,tatianakopnina,Julia,1959,oil on canvas,50 × 40 cm (19.7 × 15.7 in),Paintings by Tatiana Kopnina~1950s oil on canvas paintings~1959 portrait paintings~20th-century oil portraits of women at bust length~Leningrad School portrait paintings~Paintings of women by Leningrad School~Realist portraits of women~Students in art,images/ tatianakopnina_00003029.jpg,http://upload.wikimedia.org/wikipedia/commons/5/5b/Kopnina-Tatiana-Julia-dub62bw.jpg,http://commons.wikimedia.org/wiki/File:Kopnina-Tatiana-Julia-dub62bw.jpg
,Tatiana Vladimirovna Kopnina,tatianakopnina,Julia,1959,oil on canvas,50 × 40 cm (19.7 × 15.7 in),Paintings by Tatiana Kopnina~1950s oil on canvas paintings~1959 portrait paintings~20th-century oil portraits of women at bust length~Leningrad School portrait paintings~Paintings of women by Leningrad School~Realist portraits of women~Students in art,images/ tatianakopnina_00003030.jpg,http://upload.wikimedia.org/wikipedia/commons/5/5b/Kopnina-Tatiana-Julia-dub62bw.jpg,http://commons.wikimedia.org/wiki/File:Kopnina-Tatiana-Julia-dub62bw.jpg
,Francisco Goya,franciscogoya,"Portrait of Joaquina Téllez-Girón, Marquise of Santa Cruz (1784-1851)",circa 1805,oil on canvas,124.7 × 207.9 cm (49.1 × 81.9 in),Paintings by Goya in the Prado Museum~Marquesa de Santa Cruz (Goya)~House of Osuna~Silva-Bazán family~Marquesses of Santa Cruz~1800s dresses~1800s oil on canvas paintings in Spain~1805 oil on canvas paintings~1805 portrait paintings~19th-century oil paintings of recumbent women at full length~19th-century oil portraits of women at full length~19th-century portrait paintings in the Prado Museum~Females with hair flowers in art~Females with white dresses in art~Lauburu~Lyre-guitars~Mythologizing portraits~Neo-Classicist paintings of women~Portrait paintings of recumbent women~Portraits with flower head wreath~Portraits with lyres,images/ franciscogoya_00003031.jpg,http://upload.wikimedia.org/wikipedia/commons/7/76/Retrato_de_la_Marquesa_de_Santa_Cruz.jpg,http://commons.wikimedia.org/wiki/File:Retrato_de_la_Marquesa_de_Santa_Cruz.jpg
,Francisco Goya,franciscogoya,"Portrait of Joaquina Téllez-Girón, Marquise of Santa Cruz (1784-1851)",circa 1805,oil on canvas,124.7 × 207.9 cm (49.1 × 81.9 in),Paintings by Goya in the Prado Museum~Marquesa de Santa Cruz (Goya)~House of Osuna~Silva-Bazán family~Marquesses of Santa Cruz~1800s dresses~1800s oil on canvas paintings in Spain~1805 oil on canvas paintings~1805 portrait paintings~19th-century oil paintings of recumbent women at full length~19th-century oil portraits of women at full length~19th-century portrait paintings in the Prado Museum~Females with hair flowers in art~Females with white dresses in art~Lauburu~Lyre-guitars~Mythologizing portraits~Neo-Classicist paintings of women~Portrait paintings of recumbent women~Portraits with flower head wreath~Portraits with lyres,images/ franciscogoya_00003032.jpg,http://upload.wikimedia.org/wikipedia/commons/7/76/Retrato_de_la_Marquesa_de_Santa_Cruz.jpg,http://commons.wikimedia.org/wiki/File:Retrato_de_la_Marquesa_de_Santa_Cruz.jpg
,Mihael Stroj,mihaelstroj,Luiza Pesjakova,circa 1855,oil on canvas,97 × 74 cm (38.2 × 29.1 in),Portrait paintings by Mihael Stroj~19th-century paintings in the National Gallery of Slovenia~Luiza Pesjak~1855 oil on canvas paintings~1855 paintings in Slovenia~1855 portrait paintings~19th-century oil on canvas paintings in Slovenia~19th-century oil portraits of sitting women at three-quarter length~Armchairs in portrait paintings~Brooches in art~Ermine (clothing) in art~Females with hair flowers in art~Females with white dresses in art~19th-century portrait paintings in Slovenia~Portrait paintings of women with flowers~Red drapery in portrait paintings~1850s dresses~Paintings by Mihael Stroj with fur,images/ mihaelstroj_00003033.jpg,http://upload.wikimedia.org/wikipedia/commons/8/81/Luiza_Pesjak.jpg,http://commons.wikimedia.org/wiki/File:Luiza_Pesjak.jpg
,Mihael Stroj,mihaelstroj,Luiza Pesjakova,circa 1855,oil on canvas,97 × 74 cm (38.2 × 29.1 in),Portrait paintings by Mihael Stroj~19th-century paintings in the National Gallery of Slovenia~Luiza Pesjak~1855 oil on canvas paintings~1855 paintings in Slovenia~1855 portrait paintings~19th-century oil on canvas paintings in Slovenia~19th-century oil portraits of sitting women at three-quarter length~Armchairs in portrait paintings~Brooches in art~Ermine (clothing) in art~Females with hair flowers in art~Females with white dresses in art~19th-century portrait paintings in Slovenia~Portrait paintings of women with flowers~Red drapery in portrait paintings~1850s dresses~Paintings by Mihael Stroj with fur,images/ mihaelstroj_00003034.jpg,http://upload.wikimedia.org/wikipedia/commons/8/81/Luiza_Pesjak.jpg,http://commons.wikimedia.org/wiki/File:Luiza_Pesjak.jpg
taken with camera,Thomas Gainsborough,thomasgainsborough," English: Francis Rawdon, 1st Marquess of Hasting and 2nd Earl of Moira Português: Francis Rawdon, Primeiro Marquês de Hasting e Segundo Conde de Moira",from 1783 until 1784,oil on canvas,230 × 150 cm (90.6 × 59.1 in),"Male portraits by Thomas Gainsborough~British paintings in the Museu de Arte de São Paulo~Francis Rawdon-Hastings, 1st Marquess of Hastings~1783 oil on canvas paintings~1784 oil on canvas paintings~1783 portrait paintings~1784 portrait paintings~18th-century oil portraits of standing men at full length wearing military uniforms~18th-century portrait paintings in Brazil~18th-century promenade portraits~British promenade portraits~Canes in portrait paintings~Left hand on hip in portrait paintings~Male boots in portrait paintings~Portraits wearing military uniforms of the United Kingdom~Portraits with swords~Red clothing in art, male~Rococo paintings in Brazil~Romantic paintings in Brazil",images/ thomasgainsborough_00003035.jpg,http://upload.wikimedia.org/wikipedia/commons/9/9b/Thomas_Gainsborough_-_Francis_Rawdon.jpg,http://commons.wikimedia.org/wiki/File:Thomas_Gainsborough_-_Francis_Rawdon.jpg
taken with camera,Thomas Gainsborough,thomasgainsborough," English: Francis Rawdon, 1st Marquess of Hasting and 2nd Earl of Moira Português: Francis Rawdon, Primeiro Marquês de Hasting e Segundo Conde de Moira",from 1783 until 1784,oil on canvas,230 × 150 cm (90.6 × 59.1 in),"Male portraits by Thomas Gainsborough~British paintings in the Museu de Arte de São Paulo~Francis Rawdon-Hastings, 1st Marquess of Hastings~1783 oil on canvas paintings~1784 oil on canvas paintings~1783 portrait paintings~1784 portrait paintings~18th-century oil portraits of standing men at full length wearing military uniforms~18th-century portrait paintings in Brazil~18th-century promenade portraits~British promenade portraits~Canes in portrait paintings~Left hand on hip in portrait paintings~Male boots in portrait paintings~Portraits wearing military uniforms of the United Kingdom~Portraits with swords~Red clothing in art, male~Rococo paintings in Brazil~Romantic paintings in Brazil",images/ thomasgainsborough_00003036.jpg,http://upload.wikimedia.org/wikipedia/commons/9/9b/Thomas_Gainsborough_-_Francis_Rawdon.jpg,http://commons.wikimedia.org/wiki/File:Thomas_Gainsborough_-_Francis_Rawdon.jpg
,Anton Graff,antongraff,"Portrait of Anna Dorothea von Medem, duchess of Courland.",1791,oil on canvas,226.5 × 135.5 cm (89.2 × 53.3 in),Paintings by Anton Graff in the National Museum in Warsaw~Dorothea von Medem~1790s dresses~1790s paintings in Poland~1791 oil on canvas paintings~1791 portrait paintings~18th-century oil on canvas paintings in Poland~18th-century oil portraits of standing women at full length~Armchairs in portrait paintings~Columns in portrait paintings~Ermine (clothing) in art~Ermine headgear in art~Females with white dresses in art~Green drapery in portrait paintings~Paintings by Anton Graff with fur~Portrait paintings of women wearing turbans~Portrait paintings of women with crowns on cushions,images/ antongraff_00003037.jpg,http://upload.wikimedia.org/wikipedia/commons/7/74/Graff_Anna_Dorothea_von_Medem.jpg,http://commons.wikimedia.org/wiki/File:Graff_Anna_Dorothea_von_Medem.jpg
,Anton Graff,antongraff,"Portrait of Anna Dorothea von Medem, duchess of Courland.",1791,oil on canvas,226.5 × 135.5 cm (89.2 × 53.3 in),Paintings by Anton Graff in the National Museum in Warsaw~Dorothea von Medem~1790s dresses~1790s paintings in Poland~1791 oil on canvas paintings~1791 portrait paintings~18th-century oil on canvas paintings in Poland~18th-century oil portraits of standing women at full length~Armchairs in portrait paintings~Columns in portrait paintings~Ermine (clothing) in art~Ermine headgear in art~Females with white dresses in art~Green drapery in portrait paintings~Paintings by Anton Graff with fur~Portrait paintings of women wearing turbans~Portrait paintings of women with crowns on cushions,images/ antongraff_00003038.jpg,http://upload.wikimedia.org/wikipedia/commons/7/74/Graff_Anna_Dorothea_von_Medem.jpg,http://commons.wikimedia.org/wiki/File:Graff_Anna_Dorothea_von_Medem.jpg
